NL Subject,Subject Number,Country,Site,Date,Time,Date of Birth,Age (Years),Birth State,State,Occupation,Education,Number of Children,Fitness,Car Make,Car Model,Car Year,Gender,Race,Reported Height (cm),Reported Height (in),Reported Weight (kg),Reported Weight (lbs),Marital Status,Salary NL,Shoe Size NL,Jacket Size,Pants Size Waist,Pants Size Inseam,Blouse Size,Father Born,Mother Born,Work Posture,Work Hours,Cup Size,Bra Size NL,Size Underwear,Weight Gain
5363,15363,Netherlands,Soesterberg,30/10/1999,11:30,17/1/1975,25,Gelderland,Gelderland,Armed Services,Bachelors,0,4-6,Mitsubishi,Intermediate,1996,Female,Netherlands/Dutch,175.00,68.90,66.00,145.51,Living Together,40kGuilders-60kGuilders,40,,31,34,40,Netherlands,Netherlands,Predominantly Sitting,45,B,80,M,About the Same
5365,15365,Netherlands,Soesterberg,21/9/1999,9:00,3/5/1945,54,Noord Holland,Utrecht,Administrative Support,Middle Level Education for Profession,3,4-6,Citroen,Intermediate,1992,Female,Netherlands/Dutch,172.00,67.72,103.00,227.08,Married,60kGuilders-90kGuilders,39,,40,32,50,Netherlands,Netherlands,Predominantly Sitting,17,D,95,9,About the Same
5366,15366,Netherlands,Soesterberg,22/9/1999,9:00,27/11/1939,60,Noord Holland,Utrecht,Other Speciality Occupation,Bachelors,2,0-1,Renault,Intermediate,1999,Male,Netherlands/Dutch,183.00,72.05,90.00,198.42,Married,90kGuilders-120kGuilders,43,54,32,34,,Netherlands,Netherlands,No Response,No Response,,,7,About the Same
5368,15368,Netherlands,Soesterberg,24/9/1999,11:00,29/6/1969,30,Noord Holland,Noord Holland,Homemaker,Middle Level Education for Profession,1,6-10,Suzuki,Compact,1990,Female,Netherlands/Dutch,170.00,66.93,70.00,154.32,Single,Less than 20kGuilders,39,,No Response,No Response,42,Netherlands,Netherlands,Predominantly Walking or Cycling,No Response,E,85,No Response,Strong Decrease
5369,15369,Netherlands,Soesterberg,8/10/1999,15:00,10/5/1955,44,Noord Holland,Noord Holland,Administrative Support,Middle Level Education for Profession,0,0-1,No Response,No Response,,Female,Netherlands/Dutch,172.00,67.72,78.00,171.96,Married,40kGuilders-60kGuilders,39,,34,32,46,Netherlands,Netherlands,Predominantly Sitting,36,F,80,M,Strong Increase
5371,15371,Netherlands,Soesterberg,2/11/1999,14:45,8/2/1946,54,Utrecht,Utrecht,Hotels and Restaurants,Middle Level Education for Profession,4,4-6,Renault,Intermediate,1995,Male,Netherlands/Dutch,175.00,68.90,87.00,191.80,Married,60kGuilders-90kGuilders,45,54,32,No Response,,Netherlands,Netherlands,Predominantly Standing,40,,,XL,About the Same
5372,15372,Netherlands,Soesterberg,20/11/1999,9:30,1/5/1959,41,Gelderland,Gelderland,Administrative Support,Bachelors,3,2-3,Fiat,Minivan,1999,Female,Netherlands/Dutch,176.00,69.29,72.00,158.73,Married,60kGuilders-90kGuilders,42,,33,34,42,Netherlands,Netherlands,Predominantly Sitting,20,A,85,L,About the Same
5375,15375,Netherlands,Soesterberg,21/10/1999,16:00,8/8/1975,24,Noord Holland,Noord Holland,Transport Storage and Communication,Bachelors,0,0-1,Opel,Sports Car,1996,Female,Netherlands/Dutch,167.00,65.75,60.00,132.28,Single,20kGuilders-30kGuilders,37,,30,32,38,Netherlands,Netherlands,Predominantly Sitting,32,B,75,38,About the Same
5376,15376,Netherlands,Soesterberg,15/1/2000,13:30,29/1/1956,44,Noord Holland,Utrecht,Transport Storage and Communication,High School,2,No Response,Ford,Intermediate,1991,Female,Netherlands/Dutch,180.00,70.87,85.00,187.39,Married,No Response,42,,36,36,44,Netherlands,Netherlands,Predominantly Sitting,20,E,No Response,42,Strong Increase
5377,15377,Netherlands,Soesterberg,15/1/2000,12:45,12/11/1951,48,Utrecht,Utrecht,Construction,Elementary School,2,0-1,Toyota,Minivan,1991,Male,Netherlands/Dutch,186.00,73.23,80.00,176.37,Married,60kGuilders-90kGuilders,45,50,No Response,No Response,,Netherlands,Netherlands,Predominantly Walking or Cycling,43,,,6,About the Same
5379,15379,Netherlands,Soesterberg,10/11/1999,14:00,11/4/1939,61,Zuid Holland,Utrecht,Unemployed,Lower Level Education for Profession,2,6-10,No Response,No Response,,Female,Netherlands/Dutch,178.00,70.08,82.00,180.78,Divorced,20kGuilders-30kGuilders,42,,34,36,46,Netherlands,Netherlands,No Response,No Response,D,90,XL,About the Same
5380,15380,Netherlands,Soesterberg,13/10/1999,9:00,10/7/1959,40,Utrecht,Utrecht,Trade,None,2,2-3,No Response,No Response,,Female,Netherlands/Dutch,180.00,70.87,75.00,165.35,Divorced,Less than 20kGuilders,40.5,,32,36,40,Netherlands,Netherlands,Predominantly Walking or Cycling,20,B,85,40,About the Same
5381,15381,Netherlands,Soesterberg,30/10/1999,13:00,4/12/1969,30,Utrecht,Utrecht,Financial Institutions,High School,0,0-1,Renault,Compact,1994,Female,Netherlands/Dutch,172.00,67.72,57.00,125.66,Married,Don't Know,38,,30,31,38,Netherlands,Netherlands,Predominantly Sitting,36,E,70,S,About the Same
5384,15384,Netherlands,Soesterberg,28/9/1999,10:00,10/12/1952,47,Gelderland,Gelderland,Unemployed,Lower Level Education for Profession,3,0-1,Ford,Intermediate,1987,Female,Netherlands/Dutch,167.00,65.75,58.00,127.87,Married,40kGuilders-60kGuilders,38,,31,No Response,38,Netherlands,Netherlands,Predominantly Walking or Cycling,No Response,B,75,38,About the Same
5386,15386,Netherlands,Soesterberg,8/10/1999,14:00,13/10/1966,33,Utrecht,Utrecht,Administrative Support,High School,2,0-1,Opel,Compact,1986,Female,Netherlands/Dutch,176.00,69.29,62.00,136.69,Divorced,20kGuilders-30kGuilders,39,,30,34,38,Netherlands,Netherlands,Predominantly Sitting,25,B,75,M,About the Same
5387,15387,Netherlands,Soesterberg,5/10/1999,15:00,13/10/1945,54,Aruba,Utrecht,Health and Wellbeing,Middle Level Education for Profession,2,4-6,Nissan,Compact,1995,Female,Netherlands/Other,168.00,66.14,60.00,132.28,Divorced,Don't Know,39,,29,29,38,Aruba,Aruba,Predominantly Walking or Cycling,15,B,80,38,About the Same
5389,15389,Netherlands,Soesterberg,1/10/1999,15:00,27/8/1965,34,Gelderland,Utrecht,No Response,High School,No Response,No Response,No Response,No Response,,Female,Netherlands/Dutch,165.00,64.96,64.00,141.10,No Response,No Response,No Response,,No Response,No Response,No Response,Netherlands,Netherlands,No Response,No Response,No Response,No Response,No Response,No Response
5392,15392,Netherlands,Soesterberg,29/9/1999,11:30,27/10/1943,56,Noord Holland,Flevoland,Health and Wellbeing,Bachelors,0,4-6,No Response,No Response,,Female,Netherlands/Other,161.00,63.39,94.00,207.23,Married,30kGuilders-40kGuilders,37,,No Response,No Response,48,Netherlands,Germany,Predominantly Sitting,34,B,100,No Response,About the Same
5393,15393,Netherlands,Soesterberg,3/11/1999,14:00,17/9/1965,34,Zuid Holland,Noord Holland,Transport Storage and Communication,Middle Level Education for Profession,0,6-10,Peugeot,Intermediate,1998,Female,Netherlands/Dutch,171.00,67.32,58.00,127.87,Married,60kGuilders-90kGuilders,41,,30,32,38,Netherlands,Netherlands,Predominantly Sitting,36,B,75,M,About the Same
5394,15394,Netherlands,Soesterberg,9/10/1999,9:00,13/2/1947,53,Indonesia,Flevoland,Homemaker,Middle Level Education for Profession,3,0-1,No Response,No Response,,Female,Netherlands/Other,165.00,64.96,99.00,218.26,Married,Don't Know,40,,42,30,50,Netherlands,Indonesia,Predominantly Sitting,No Response,D,90,9,About the Same
5396,15396,Netherlands,Soesterberg,26/10/1999,11:00,15/6/1950,49,Noord Holland,Noord Holland,Education,Bachelors,3,2-3,Daihatsu,Intermediate,1999,Male,Netherlands/Dutch,184.00,72.44,95.00,209.44,Married,60kGuilders-90kGuilders,43,52,36,No Response,,Netherlands,Netherlands,Predominantly Sitting,50,,,6,About the Same
5397,15397,Netherlands,Soesterberg,21/10/1999,15:00,3/3/1963,37,Nigeria,Gelderland,Culture and Recreation,University,0,2-3,No Response,No Response,,Female,Netherlands/Other,185.00,72.83,105.00,231.49,Single,Don't Know,42,,32,36,48,Nigeria,Nigeria,Predominantly Walking or Cycling,39,D,90,46,About the Same
5399,15399,Netherlands,Soesterberg,30/9/1999,9:00,22/12/1971,28,Overijssel,Utrecht,Administrative Support,High School,1,0-1,Citroen,Intermediate,1989,Female,Netherlands/Dutch,163.00,64.17,57.00,125.66,Married,40kGuilders-60kGuilders,39,,30,29,38,Netherlands,Netherlands,Predominantly Sitting,24,D,80,No Response,About the Same
5400,15400,Netherlands,Soesterberg,9/9/1999,10:00,25/2/1964,36,Noord Holland,Utrecht,Homemaker,High School,3,0-1,Opel,Intermediate,1993,Female,Netherlands/Dutch,170.00,66.93,87.00,191.80,Married,Don't Know,41,,38,31,44,Netherlands,Netherlands,Carrying and Lifting,20,B,85,No Response,About the Same
5401,15401,Netherlands,Soesterberg,15/9/1999,9:30,15/5/1957,42,Utrecht,Utrecht,Health and Wellbeing,Middle Level Education for Profession,2,0-1,Peugeot,Compact,1995,Female,Netherlands/Dutch,170.00,66.93,75.00,165.35,Married,Don't Know,39,,No Response,No Response,42,Netherlands,Netherlands,Predominantly Sitting,20,B,85,No Response,About the Same
5404,15404,Netherlands,Soesterberg,29/9/1999,14:30,28/2/1956,44,Noord Holland,Utrecht,Health and Wellbeing,Bachelors,2,2-3,Opel,Intermediate,1987,Female,Netherlands/Dutch,167.00,65.75,80.00,176.37,Married,Don't Know,38,,No Response,No Response,46,Netherlands,Netherlands,Predominantly Walking or Cycling,10,C,No Response,No Response,Strong Increase
5408,15408,Netherlands,Soesterberg,16/10/1999,16:00,14/8/1970,29,Noord Holland,Utrecht,Homemaker,Lower Level Education for Profession,2,2-3,No Response,No Response,,Female,Netherlands/Dutch,173.00,68.11,68.00,149.91,Married,40kGuilders-60kGuilders,41,,32,32,40,Netherlands,Netherlands,Predominantly Standing,79,C,80,L,Strong Increase
5409,15409,Netherlands,Soesterberg,27/9/1999,13:00,1/10/1958,41,Utrecht,Utrecht,Unemployed,Middle Level Education for Profession,0,2-3,Fiat,Compact,1991,Male,Netherlands/Dutch,175.00,68.90,78.00,171.96,Single,40kGuilders-60kGuilders,41,52,34,32,,Netherlands,Netherlands,Predominantly Walking or Cycling,No Response,,,5,Strong Increase
5410,15410,Netherlands,Soesterberg,14/10/1999,13:00,5/3/1949,51,Netherlands Antilles,Utrecht,Homemaker,Elementary School,3,0-1,No Response,No Response,,Female,Netherlands/Other,170.00,66.93,65.00,143.30,Single,No Response,37,,30,32,40,Netherlands Antilles,Netherlands Antilles,Predominantly Walking or Cycling,20,C,75,M,Strong Decrease
5411,15411,Netherlands,Soesterberg,2/10/1999,16:00,25/6/1973,26,Utrecht,Utrecht,Transport Storage and Communication,Lower Level Education for Profession,0,2-3,Citroen,Minivan,1997,Female,Netherlands/Dutch,175.00,68.90,85.00,187.39,Single,40kGuilders-60kGuilders,41,,33,32,44,Netherlands,Netherlands,Predominantly Sitting,36,D,90,42,About the Same
5413,15413,Netherlands,Soesterberg,29/10/1999,11:00,15/5/1956,44,Utrecht,Utrecht,Homemaker,High School,4,2-3,Volvo,Luxury,1987,Female,Netherlands/Dutch,173.00,68.11,111.00,244.71,Married,90kGuilders-120kGuilders,42,,40,No Response,56,Netherlands,Netherlands,No Response,14,B,100,L,About the Same
5417,15417,Netherlands,Soesterberg,5/10/1999,10:00,5/4/1943,57,Overijssel,Flevoland,Unemployed,Elementary School,2,0-1,Citroen,Intermediate,1989,Male,Netherlands/Dutch,176.00,69.29,105.00,231.49,Married,Don't Know,44,52,No Response,No Response,,Netherlands,Netherlands,No Response,No Response,,,6,About the Same
5418,15418,Netherlands,Soesterberg,5/10/1999,9:00,16/8/1956,43,Noord Holland,Utrecht,Homemaker,Elementary School,2,0-1,Citroen,Intermediate,1989,Female,Netherlands/Dutch,176.00,69.29,87.00,191.80,Married,Don't Know,42,,34,31,46,Netherlands,Netherlands,Predominantly Walking or Cycling,No Response,C,85,No Response,About the Same
5419,15419,Netherlands,Soesterberg,28/9/1999,14:00,25/10/1947,52,Utrecht,Utrecht,Unemployed,Middle Level Education for Profession,0,0-1,Ford,Intermediate,1994,Female,Netherlands/Dutch,154.00,60.63,78.00,171.96,Married,60kGuilders-90kGuilders,37,,No Response,No Response,46,Netherlands,Netherlands,No Response,No Response,C,90,No Response,Strong Increase
5423,15423,Netherlands,Soesterberg,1/10/1999,13:00,26/1/1970,30,Noord Holland,Flevoland,Administrative Support,Middle Level Education for Profession,1,2-3,Volvo,Intermediate,1991,Female,Netherlands/Dutch,183.00,72.05,73.00,160.94,Married,90kGuilders-120kGuilders,41,34,33,36,40,Netherlands,Netherlands,Predominantly Sitting,24,A,80,5,About the Same
5424,15424,Netherlands,Soesterberg,27/11/1999,11:30,5/5/1942,58,Noord Holland,Noord Holland,Transport Storage and Communication,Bachelors,0,2-3,Nissan,Minivan,1991,Male,Netherlands/Dutch,184.00,72.44,86.00,189.60,Married,60kGuilders-90kGuilders,45,52,No Response,No Response,,Netherlands,Netherlands,Carrying and Lifting,60,,,5,About the Same
5425,15425,Netherlands,Soesterberg,27/11/1999,10:45,25/7/1947,52,Noord Holland,Noord Holland,Administrative Support,Bachelors,2,2-3,Peugeot,Intermediate,1995,Female,Netherlands/Dutch,170.00,66.93,95.00,209.44,Married,60kGuilders-90kGuilders,41,,No Response,No Response,46,Netherlands,Netherlands,Predominantly Sitting,40,B,80,XL,About the Same
5426,15426,Netherlands,Soesterberg,12/10/1999,14:30,22/2/1941,59,Overijssel,Utrecht,Trade,Middle Level Education for Profession,3,2-3,Opel,Intermediate,1985,Male,Netherlands/Dutch,178.00,70.08,80.00,176.37,Married,60kGuilders-90kGuilders,45,50,34,34,,Netherlands,Netherlands,Predominantly Walking or Cycling,23,,,M,About the Same
5427,15427,Netherlands,Soesterberg,12/10/1999,14:00,1/12/1943,56,Utrecht,Utrecht,Homemaker,Lower Level Education for Profession,3,2-3,Opel,Intermediate,1985,Female,Netherlands/Dutch,171.00,67.32,62.00,136.69,Married,40kGuilders-60kGuilders,41,,32,32,40,Netherlands,Netherlands,Predominantly Walking or Cycling,No Response,B,75,L,About the Same
5428,15428,Netherlands,Soesterberg,14/9/1999,11:00,8/3/1953,47,Suriname,Utrecht,Unemployed,University,1,More than 10,No Response,No Response,,Female,Netherlands/Other,161.00,63.39,58.00,127.87,Single,30kGuilders-40kGuilders,41,,31,No Response,38,Suriname,Suriname,No Response,No Response,B,80,No Response,About the Same
5429,15429,Netherlands,Soesterberg,7/9/1999,13:00,10/1/1947,53,Groningen,Utrecht,Health and Wellbeing,University,1,0-1,Mitsubishi,Compact,,Female,Netherlands/Dutch,166.00,65.35,60.00,132.28,Married,60kGuilders-90kGuilders,38,,29,32,36,Netherlands,Netherlands,Predominantly Walking or Cycling,26,B,No Response,5,Strong Increase
5433,15433,Netherlands,Soesterberg,2/10/1999,11:00,22/7/1980,19,Utrecht,Utrecht,No Response,Middle Level Education for Profession,No Response,No Response,No Response,No Response,,Female,Netherlands/Other,184.00,72.44,74.00,163.14,No Response,No Response,No Response,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
5434,15434,Netherlands,Soesterberg,6/9/1999,9:00,25/11/1955,44,Utrecht,Utrecht,Trade,Middle Level Education for Profession,3,More than 10,Opel,Station Wagon,1993,Female,Netherlands/Dutch,180.00,70.87,69.00,152.12,Divorced,Don't Know,40,,31,34,42,Netherlands,Netherlands,Predominantly Walking or Cycling,3,B,No Response,4,About the Same
5435,15435,Netherlands,Soesterberg,24/9/1999,9:00,12/3/1960,40,New Zealand,Utrecht,Homemaker,Elementary School,2,2-3,Renault,Compact,1986,Female,Netherlands/Dutch,173.00,68.11,70.00,154.32,Married,No Response,39,,30,32,40,Netherlands,Netherlands,Predominantly Walking or Cycling,No Response,B,80,No Response,About the Same
5437,15437,Netherlands,Soesterberg,13/10/1999,15:00,9/4/1940,60,Utrecht,Utrecht,Homemaker,Lower Level Education for Profession,3,0-1,Volvo,Intermediate,1993,Female,Netherlands/Dutch,174.00,68.50,90.00,198.42,Widowed,20kGuilders-30kGuilders,40,,38,34,46,Netherlands,Netherlands,Predominantly Sitting,No Response,E,90,XL,Strong Increase
5440,15440,Netherlands,Soesterberg,15/10/1999,10:00,20/5/1944,55,Drenthe,Utrecht,Homemaker,Lower Level Education for Profession,0,6-10,No Response,No Response,,Female,Netherlands/Dutch,166.00,65.35,122.00,268.96,Single,30kGuilders-40kGuilders,38,,No Response,No Response,54,Netherlands,Netherlands,Predominantly Walking or Cycling,No Response,D,95,XL,About the Same
5441,15441,Netherlands,Soesterberg,13/9/1999,16:00,8/12/1950,49,Utrecht,Utrecht,Trade,High School,2,2-3,Chrysler,Sports Car,1988,Female,Netherlands/Dutch,160.00,62.99,58.00,127.87,Single,Don't Know,38,38,31,30,38,Netherlands,Netherlands,Predominantly Standing,60,C,75,No Response,Strong Decrease
5443,15443,Netherlands,Soesterberg,27/11/1999,9:00,15/4/1964,36,Utrecht,Flevoland,Other Speciality Occupation,Middle Level Education for Profession,0,2-3,Fiat,Intermediate,1991,Female,Netherlands/Dutch,168.00,66.14,60.00,132.28,Single,40kGuilders-60kGuilders,37,,29,32,38,Netherlands,Netherlands,Predominantly Sitting,40,C,75,M,About the Same
5444,15444,Netherlands,Soesterberg,8/9/1999,9:00,18/9/1964,35,Utrecht,Utrecht,Homemaker,Middle Level Education for Profession,2,2-3,Volkswagen,Compact,1988,Female,Netherlands/Other,167.00,65.75,70.00,154.32,Married,40kGuilders-60kGuilders,38,,34,32,42,Netherlands,India,Predominantly Walking or Cycling,No Response,D,80,No Response,Strong Decrease
5445,15445,Netherlands,Soesterberg,27/11/1999,15:00,14/5/1977,23,Noord Holland,Noord Holland,Health and Wellbeing,Bachelors,0,4-6,Peugeot,Compact,1992,Female,Netherlands/Other,165.00,64.96,73.00,160.94,Single,30kGuilders-40kGuilders,38,,32,30,42,United Kingdom,Netherlands,Predominantly Sitting,36,C,85,L,About the Same
5446,15446,Netherlands,Soesterberg,8/1/2000,15:00,8/10/1955,44,Noord Holland,Flevoland,Trade,High School,1,0-1,Rover,Intermediate,1998,Female,Netherlands/Dutch,175.00,68.90,79.50,175.27,Married,120kGuilders-160kGuilders,39,,No Response,No Response,42,Netherlands,Netherlands,Predominantly Sitting,40,D,80,L,About the Same
5447,15447,Netherlands,Soesterberg,7/9/1999,15:00,2/7/1952,47,Utrecht,Utrecht,Administrative Support,High School,2,2-3,Volkswagen,Intermediate,1995,Female,Netherlands/Dutch,162.00,63.78,68.00,149.91,Married,60kGuilders-90kGuilders,40,,33,32,42,Netherlands,Netherlands,Predominantly Sitting,28,B,No Response,5,Strong Increase
5448,15448,Netherlands,Soesterberg,7/9/1999,14:00,6/7/1977,22,Utrecht,Utrecht,Health and Wellbeing,Bachelors,0,2-3,Renault,Intermediate,1999,Female,Netherlands/Dutch,179.00,70.47,72.00,158.73,Single,30kGuilders-40kGuilders,41,,32,36,40,Netherlands,Netherlands,Predominantly Walking or Cycling,36,B,No Response,6,About the Same
5449,15449,Netherlands,Soesterberg,12/11/1999,11:00,15/11/1940,59,Afghanistan,Utrecht,Unemployed,University,7 or more,More than 10,No Response,No Response,,Male,Netherlands/Other,170.00,66.93,70.00,154.32,Married,20kGuilders-30kGuilders,41,52,No Response,No Response,,Afghanistan,Afghanistan,No Response,No Response,,,M,About the Same
5451,15451,Netherlands,Soesterberg,9/9/1999,14:00,18/5/1960,39,Friesland,Gelderland,Armed Services,Middle Level Education for Profession,3,More than 10,Mazda,Station Wagon,1991,Male,Netherlands/Dutch,198.00,77.95,104.00,229.28,Married,60kGuilders-90kGuilders,47,56,No Response,36,,Netherlands,Netherlands,Predominantly Walking or Cycling,38,,,8,Strong Increase
5453,15453,Netherlands,Soesterberg,30/8/1999,10:30,13/7/1958,41,Brazil,Utrecht,Armed Services,University,2,0-1,Chrysler,Minivan,1995,Male,Netherlands/Dutch,188.00,74.02,82.00,180.78,Married,60kGuilders-90kGuilders,43,53,34,36,,Netherlands,Netherlands,Predominantly Sitting,50,,,6,About the Same
5455,15455,Netherlands,Soesterberg,21/10/1999,13:00,23/2/1965,35,Zuid Holland,Utrecht,Construction,Lower Level Education for Profession,0,4-6,Nissan,Intermediate,1999,Female,Netherlands/Dutch,175.00,68.90,65.00,143.30,Married,60kGuilders-90kGuilders,40,,No Response,No Response,38,Netherlands,Netherlands,Predominantly Sitting,32,A,75,M,About the Same
5456,15456,Netherlands,Soesterberg,30/10/1999,11:00,4/7/1949,50,Utrecht,Utrecht,Service Occupation,High School,0,2-3,No Response,No Response,,Male,Netherlands/Dutch,177.00,69.69,100.00,220.46,Divorced,30kGuilders-40kGuilders,44,No Response,29,No Response,,Netherlands,Netherlands,Predominantly Sitting,36,,,8,About the Same
